edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632174264.5478625, 5.6
edge1, 1632174267.5770514, 4.4
edge1, 1632174270.5884323, 3.6
edge1, 1632174273.6348815, 6.4
edge1, 1632174276.6478157, 4.1
edge1, 1632174279.656369, 3.1
edge1, 1632174282.666701, 5.4
edge1, 1632174285.68328, 2.8
edge1, 1632174288.694806, 5.4
edge1, 1632174291.7066948, 4.2
edge1, 1632174294.7203305, 5.2
edge1, 1632174297.731713, 3.7
edge1, 1632174300.7796626, 2.1
edge1, 1632174303.794351, 3.8
edge1, 1632174306.8073845, 5.5
edge1, 1632174309.81966, 3.8
edge1, 1632174312.8323226, 4.3
edge1, 1632174315.8463447, 4.3
edge1, 1632174318.8579366, 4.6
edge1, 1632174321.8715832, 3.3
edge1, 1632174324.883822, 5.7
edge1, 1632174327.8967147, 4.3
edge1, 1632174330.947636, 3.8
edge1, 1632174333.9623678, 4.5
edge1, 1632174336.9824061, 5.2
edge1, 1632174339.9915583, 0.0
edge1, 1632174343.0012915, 1.5
