edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632173827.0368307, 4.3
edge1, 1632173830.0475686, 4.4
edge1, 1632173833.0593686, 4.9
edge1, 1632173836.0683928, 6.1
edge1, 1632173839.0795295, 4.1
edge1, 1632173842.0953093, 4.9
edge1, 1632173845.106032, 4.4
edge1, 1632173848.1190174, 3.9
edge1, 1632173851.134555, 5.6
edge1, 1632173854.1466367, 3.9
edge1, 1632173857.1587641, 4.6
edge1, 1632173860.2165415, 3.9
edge1, 1632173863.225805, 3.9
edge1, 1632173866.238757, 5.1
edge1, 1632173869.2475972, 3.9
edge1, 1632173872.2605972, 4.9
edge1, 1632173875.2759614, 5.6
edge1, 1632173878.2882519, 3.9
edge1, 1632173881.3000476, 5.1
edge1, 1632173884.306699, 3.9
edge1, 1632173887.3216286, 4.4
edge1, 1632173890.3328588, 3.9
edge1, 1632173893.346824, 5.4
edge1, 1632173896.3606803, 3.9
edge1, 1632173899.3694873, 6.1
edge1, 1632173902.3777094, 0.5
edge1, 1632173905.3862123, 0.5
edge1, 1632173908.3963342, 0.5
edge1, 1632173911.4047365, 0.8
edge1, 1632173914.4134283, 0.5
