edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632172939.662831, 1.8
edge1, 1632172942.6713326, 2.8
edge1, 1632172945.6791158, 2.3
edge1, 1632172948.690099, 2.5
edge1, 1632172951.6989758, 1.0
edge1, 1632172954.7091415, 2.8
edge1, 1632172957.7180822, 2.8
edge1, 1632172960.7298274, 2.8
edge1, 1632172963.7405233, 1.3
edge1, 1632172966.7488348, 2.3
edge1, 1632172969.7592788, 2.8
edge1, 1632172972.7681437, 1.3
edge1, 1632172975.7766259, 3.0
edge1, 1632172978.7836978, 3.0
edge1, 1632172981.808077, 3.0
edge1, 1632172984.8185482, 2.0
edge1, 1632172987.8259509, 2.8
edge1, 1632172990.8367162, 2.8
edge1, 1632172993.8473425, 2.3
edge1, 1632172996.8557734, 1.5
edge1, 1632172999.863387, 2.8
edge1, 1632173002.8728166, 2.3
edge1, 1632173005.8819492, 2.8
edge1, 1632173008.8916826, 1.8
edge1, 1632173011.9001122, 2.3
edge1, 1632173014.9088132, 0.3
edge1, 1632173017.9178457, 1.0
