edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632174819.8800337, 4.0
edge1, 1632174822.8927155, 4.0
edge1, 1632174825.905925, 3.8
edge1, 1632174828.9196067, 3.1
edge1, 1632174831.9283998, 3.8
edge1, 1632174834.9405751, 4.5
edge1, 1632174837.952788, 4.0
edge1, 1632174841.0156565, 4.3
edge1, 1632174844.028403, 3.3
edge1, 1632174847.0588574, 2.6
edge1, 1632174850.072794, 4.1
edge1, 1632174853.087686, 3.8
edge1, 1632174856.100933, 1.0
edge1, 1632174859.1112127, 3.3
edge1, 1632174862.1296983, 4.0
edge1, 1632174865.1402595, 3.8
edge1, 1632174868.1510715, 3.3
edge1, 1632174871.166214, 3.6
edge1, 1632174874.1808293, 6.0
edge1, 1632174877.1962378, 3.8
edge1, 1632174880.209991, 3.3
edge1, 1632174883.2224712, 4.1
edge1, 1632174886.2630036, 5.0
edge1, 1632174889.2785692, 3.8
edge1, 1632174892.29173, 2.6
edge1, 1632174895.301567, 0.3
edge1, 1632174898.3118827, 0.5
