edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632174950.6785767, 1.3
edge1, 1632174953.6915722, 4.8
edge1, 1632174956.7050312, 2.8
edge1, 1632174959.7191255, 3.6
edge1, 1632174962.7283146, 3.0
edge1, 1632174965.7398944, 3.6
edge1, 1632174968.7520394, 3.8
edge1, 1632174971.763654, 4.3
edge1, 1632174974.778098, 5.0
edge1, 1632174977.7883313, 5.0
edge1, 1632174980.8006222, 2.8
edge1, 1632174983.8141398, 5.3
edge1, 1632174986.8274102, 4.3
edge1, 1632174989.8414357, 3.3
edge1, 1632174992.8540947, 3.1
edge1, 1632174995.866852, 3.3
edge1, 1632174998.9046974, 3.1
edge1, 1632175001.928469, 3.6
edge1, 1632175004.9386811, 2.6
edge1, 1632175007.9497416, 2.8
edge1, 1632175010.9594207, 3.1
edge1, 1632175013.9731393, 3.6
edge1, 1632175016.9846003, 3.0
edge1, 1632175019.9987876, 4.3
edge1, 1632175023.0088763, 4.3
edge1, 1632175026.0178494, 0.5
edge1, 1632175029.0267549, 0.5
edge1, 1632175032.0354252, 0.8
edge1, 1632175035.0450637, 0.8
