edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632173064.8430455, 3.0
edge1, 1632173067.852356, 1.8
edge1, 1632173070.8605704, 2.3
edge1, 1632173073.8694625, 3.3
edge1, 1632173076.8773723, 2.0
edge1, 1632173079.884179, 1.8
edge1, 1632173082.8898501, 2.8
edge1, 1632173085.89754, 3.3
edge1, 1632173088.9056017, 2.0
edge1, 1632173091.9138956, 3.5
edge1, 1632173094.9193082, 2.3
edge1, 1632173097.924976, 2.8
edge1, 1632173100.936257, 2.1
edge1, 1632173103.9431155, 3.3
edge1, 1632173106.9521432, 2.3
edge1, 1632173109.958903, 2.6
edge1, 1632173112.9646232, 1.8
edge1, 1632173115.9775522, 2.3
edge1, 1632173118.9872634, 3.3
edge1, 1632173121.9961958, 3.5
edge1, 1632173125.0065434, 1.3
edge1, 1632173128.0253162, 2.8
edge1, 1632173131.0347843, 2.6
edge1, 1632173134.0435917, 2.3
edge1, 1632173137.050269, 1.3
edge1, 1632173140.0592687, 0.8
