-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.2.1, port 42648
[  5] local 192.168.2.6 port 5201 connected to 192.168.2.1 port 47151
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-1.00   sec   730 KBytes  5.98 Mbits/sec  0.914 ms  0/516 (0%)  
[  5]   1.00-2.00   sec   734 KBytes  6.01 Mbits/sec  0.399 ms  0/519 (0%)  
[  5]   2.00-3.00   sec   732 KBytes  6.00 Mbits/sec  0.927 ms  0/518 (0%)  
[  5]   3.00-4.00   sec   731 KBytes  5.99 Mbits/sec  0.634 ms  0/517 (0%)  
[  5]   4.00-5.00   sec   732 KBytes  6.00 Mbits/sec  0.706 ms  0/518 (0%)  
[  5]   5.00-6.00   sec   734 KBytes  6.01 Mbits/sec  0.807 ms  0/519 (0%)  
[  5]   6.00-7.00   sec   731 KBytes  5.99 Mbits/sec  0.631 ms  0/517 (0%)  
[  5]   7.00-8.00   sec   732 KBytes  6.00 Mbits/sec  0.657 ms  0/518 (0%)  
[  5]   8.00-9.00   sec   732 KBytes  6.00 Mbits/sec  0.864 ms  0/518 (0%)  
[  5]   9.00-10.00  sec   734 KBytes  6.01 Mbits/sec  0.820 ms  0/519 (0%)  
[  5]  10.00-11.00  sec   732 KBytes  6.00 Mbits/sec  0.367 ms  0/518 (0%)  
[  5]  11.00-12.00  sec   731 KBytes  5.99 Mbits/sec  0.590 ms  0/517 (0%)  
[  5]  12.00-13.00  sec   732 KBytes  6.00 Mbits/sec  0.443 ms  0/518 (0%)  
[  5]  13.00-14.00  sec   732 KBytes  6.00 Mbits/sec  0.675 ms  0/518 (0%)  
[  5]  14.00-15.00  sec   732 KBytes  6.00 Mbits/sec  0.416 ms  0/518 (0%)  
[  5]  15.00-16.00  sec   732 KBytes  6.00 Mbits/sec  0.463 ms  0/518 (0%)  
[  5]  16.00-17.00  sec   732 KBytes  6.00 Mbits/sec  0.537 ms  0/518 (0%)  
[  5]  17.00-18.00  sec   732 KBytes  6.00 Mbits/sec  0.441 ms  0/518 (0%)  
[  5]  18.00-19.00  sec   732 KBytes  6.00 Mbits/sec  0.458 ms  0/518 (0%)  
[  5]  19.00-20.00  sec   731 KBytes  5.99 Mbits/sec  0.464 ms  0/517 (0%)  
[  5]  20.00-21.00  sec   734 KBytes  6.01 Mbits/sec  0.674 ms  0/519 (0%)  
[  5]  21.00-22.00  sec   732 KBytes  6.00 Mbits/sec  0.780 ms  0/518 (0%)  
[  5]  22.00-23.00  sec   732 KBytes  6.00 Mbits/sec  0.647 ms  0/518 (0%)  
[  5]  23.00-24.00  sec   732 KBytes  6.00 Mbits/sec  0.392 ms  0/518 (0%)  
[  5]  24.00-25.00  sec   732 KBytes  6.00 Mbits/sec  0.478 ms  0/518 (0%)  
[  5]  25.00-26.00  sec   731 KBytes  5.99 Mbits/sec  0.614 ms  0/517 (0%)  
[  5]  26.00-27.00  sec   734 KBytes  6.01 Mbits/sec  0.674 ms  0/519 (0%)  
[  5]  27.00-28.00  sec   732 KBytes  6.00 Mbits/sec  0.348 ms  0/518 (0%)  
