edge_name,unix_timestamp,percentage_cpu_utilisation
edge1, 1632183462.2066755, 26.4
edge1, 1632183465.2154722, 26.7
edge1, 1632183468.2246737, 27.9
edge1, 1632183471.2355313, 32.0
edge1, 1632183474.2441595, 27.3
edge1, 1632183477.253914, 27.3
edge1, 1632183480.262432, 29.3
edge1, 1632183483.2713299, 30.7
edge1, 1632183486.2797866, 28.5
edge1, 1632183489.2888067, 26.8
edge1, 1632183492.2983303, 29.9
edge1, 1632183495.3057508, 29.7
edge1, 1632183498.3131118, 26.3
edge1, 1632183501.3222113, 26.9
edge1, 1632183504.3289545, 31.3
edge1, 1632183507.3365407, 28.9
edge1, 1632183510.342553, 27.3
edge1, 1632183513.3511605, 26.3
edge1, 1632183516.3592505, 31.7
edge1, 1632183519.3683825, 27.3
edge1, 1632183522.3786237, 26.9
edge1, 1632183525.3873417, 26.7
edge1, 1632183528.3962865, 31.5
edge1, 1632183531.404863, 28.0
edge1, 1632183534.414678, 27.5
edge1, 1632183537.4240696, 3.0
edge1, 1632183540.4365146, 1.3
edge1, 1632183543.446776, 0.8
