-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.2.4, port 52658
[  5] local 192.168.2.1 port 5201 connected to 192.168.2.4 port 51607
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  5]   0.00-1.00   sec  3.23 MBytes  27.1 Mbits/sec  1.421 ms  0/2342 (0%)  
[  5]   1.00-2.00   sec  2.01 MBytes  16.9 Mbits/sec  1.495 ms  0/1457 (0%)  
[  5]   2.00-3.00   sec  1.98 MBytes  16.6 Mbits/sec  1.313 ms  0/1432 (0%)  
[  5]   3.00-4.00   sec  2.00 MBytes  16.8 Mbits/sec  1.092 ms  0/1448 (0%)  
[  5]   4.00-5.00   sec  2.01 MBytes  16.9 Mbits/sec  0.959 ms  0/1456 (0%)  
[  5]   5.00-6.00   sec  1.99 MBytes  16.7 Mbits/sec  1.032 ms  0/1443 (0%)  
[  5]   6.00-7.00   sec  1.97 MBytes  16.6 Mbits/sec  0.986 ms  0/1430 (0%)  
[  5]   7.00-8.00   sec  1.99 MBytes  16.7 Mbits/sec  1.038 ms  0/1443 (0%)  
[  5]   8.00-9.00   sec  2.01 MBytes  16.9 Mbits/sec  0.973 ms  0/1456 (0%)  
[  5]   9.00-10.00  sec  1.97 MBytes  16.6 Mbits/sec  1.032 ms  0/1430 (0%)  
[  5]  10.00-11.00  sec  2.00 MBytes  16.8 Mbits/sec  1.262 ms  0/1450 (0%)  
[  5]  11.00-12.00  sec  1.97 MBytes  16.6 Mbits/sec  1.264 ms  0/1429 (0%)  
[  5]  12.00-13.00  sec  2.02 MBytes  16.9 Mbits/sec  1.192 ms  0/1460 (0%)  
[  5]  13.00-14.00  sec  2.00 MBytes  16.8 Mbits/sec  1.595 ms  0/1449 (0%)  
[  5]  14.00-15.00  sec  2.02 MBytes  16.9 Mbits/sec  1.339 ms  0/1460 (0%)  
[  5]  15.00-16.00  sec  1.98 MBytes  16.6 Mbits/sec  0.992 ms  0/1436 (0%)  
[  5]  16.00-17.00  sec  1.87 MBytes  15.7 Mbits/sec  1.598 ms  0/1355 (0%)  
[  5]  17.00-18.00  sec  2.01 MBytes  16.8 Mbits/sec  0.999 ms  0/1453 (0%)  
[  5]  18.00-19.00  sec  2.01 MBytes  16.8 Mbits/sec  1.157 ms  0/1454 (0%)  
[  5]  19.00-20.00  sec  1.96 MBytes  16.4 Mbits/sec  1.020 ms  0/1419 (0%)  
[  5]  20.00-21.00  sec  1.99 MBytes  16.7 Mbits/sec  0.976 ms  0/1443 (0%)  
[  5]  21.00-22.00  sec  2.01 MBytes  16.9 Mbits/sec  1.000 ms  0/1456 (0%)  
[  5]  22.00-23.00  sec  2.00 MBytes  16.8 Mbits/sec  1.577 ms  0/1448 (0%)  
[  5]  23.00-24.00  sec  2.00 MBytes  16.8 Mbits/sec  1.006 ms  0/1451 (0%)  
[  5]  24.00-25.00  sec  1.99 MBytes  16.7 Mbits/sec  1.148 ms  0/1443 (0%)  
[  5]  25.00-26.00  sec  1.99 MBytes  16.7 Mbits/sec  1.024 ms  0/1443 (0%)  
[  5]  26.00-27.00  sec  2.01 MBytes  16.8 Mbits/sec  1.163 ms  0/1453 (0%)  
[  5]  27.00-28.00  sec  1.99 MBytes  16.7 Mbits/sec  1.127 ms  0/1443 (0%)  
[  5]  28.00-29.00  sec  2.00 MBytes  16.8 Mbits/sec  1.000 ms  0/1446 (0%)  
[  5]  29.00-30.00  sec  1.96 MBytes  16.4 Mbits/sec  1.664 ms  0/1420 (0%)  
[  5]  30.00-31.00  sec  2.01 MBytes  16.8 Mbits/sec  0.957 ms  0/1453 (0%)  
[  5]  31.00-32.00  sec  2.01 MBytes  16.9 Mbits/sec  1.094 ms  0/1455 (0%)  
[  5]  32.00-33.00  sec  1.99 MBytes  16.7 Mbits/sec  0.997 ms  0/1444 (0%)  
[  5]  33.00-34.00  sec  1.99 MBytes  16.7 Mbits/sec  1.251 ms  0/1438 (0%)  
[  5]  34.00-35.00  sec  2.00 MBytes  16.7 Mbits/sec  1.135 ms  0/1445 (0%)  
[  5]  35.00-36.00  sec  2.00 MBytes  16.8 Mbits/sec  1.055 ms  0/1446 (0%)  
[  5]  36.00-37.00  sec  2.01 MBytes  16.9 Mbits/sec  0.941 ms  0/1456 (0%)  
[  5]  37.00-38.00  sec  1.96 MBytes  16.4 Mbits/sec  0.920 ms  0/1417 (0%)  
[  5]  38.00-39.00  sec  1.81 MBytes  15.2 Mbits/sec  1.134 ms  0/1313 (0%)  
[  5]  39.00-40.00  sec  1.90 MBytes  16.0 Mbits/sec  1.226 ms  0/1378 (0%)  
[  5]  40.00-41.00  sec  1.90 MBytes  16.0 Mbits/sec  1.124 ms  0/1378 (0%)  
[  5]  41.00-42.00  sec  1.90 MBytes  16.0 Mbits/sec  1.115 ms  0/1378 (0%)  
[  5]  42.00-43.00  sec  1.88 MBytes  15.8 Mbits/sec  1.242 ms  0/1363 (0%)  
[  5]  43.00-44.00  sec  1.89 MBytes  15.9 Mbits/sec  1.641 ms  0/1371 (0%)  
[  5]  44.00-45.00  sec  1.91 MBytes  16.0 Mbits/sec  1.368 ms  0/1382 (0%)  
[  5]  45.00-46.00  sec  1.89 MBytes  15.9 Mbits/sec  1.089 ms  0/1370 (0%)  
[  5]  46.00-47.00  sec  1.78 MBytes  14.9 Mbits/sec  1.700 ms  0/1290 (0%)  
[  5]  47.00-48.00  sec  1.72 MBytes  14.4 Mbits/sec  1.284 ms  0/1243 (0%)  
[  5]  48.00-49.00  sec  1.68 MBytes  14.1 Mbits/sec  1.978 ms  0/1216 (0%)  
[  5]  49.00-50.00  sec  1.32 MBytes  11.1 Mbits/sec  1.076 ms  0/957 (0%)  
[  5]  50.00-51.00  sec  1.71 MBytes  14.3 Mbits/sec  1.204 ms  0/1235 (0%)  
[  5]  51.00-52.00  sec  1.60 MBytes  13.4 Mbits/sec  1.135 ms  0/1157 (0%)  
[  5]  52.00-53.00  sec  1.57 MBytes  13.2 Mbits/sec  1.219 ms  0/1140 (0%)  
[  5]  53.00-54.00  sec  1.59 MBytes  13.3 Mbits/sec  1.196 ms  0/1148 (0%)  
[  5]  54.00-55.00  sec  1.60 MBytes  13.4 Mbits/sec  0.986 ms  0/1157 (0%)  
[  5]  55.00-56.00  sec  1.54 MBytes  12.9 Mbits/sec  1.718 ms  0/1112 (0%)  
[  5]  56.00-57.00  sec  1.54 MBytes  12.9 Mbits/sec  1.915 ms  0/1114 (0%)  
[  5]  57.00-58.00  sec  1.48 MBytes  12.5 Mbits/sec  1.178 ms  0/1075 (0%)  
[  5]  58.00-59.00  sec  1.46 MBytes  12.2 Mbits/sec  1.155 ms  0/1054 (0%)  
[  5]  59.00-60.00  sec  1.44 MBytes  12.1 Mbits/sec  1.686 ms  0/1045 (0%)  
[  5]  60.00-61.00  sec  1.45 MBytes  12.1 Mbits/sec  2.057 ms  0/1048 (0%)  
