edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631470581.1152408, 25.9
edge4, 1631470588.3173988, 28.6
edge4, 1631470592.8784132, 26.5
edge4, 1631470614.4608517, 25.7
edge4, 1631470618.4967964, 25.0
edge4, 1631470625.6913915, 26.3
edge4, 1631470610.4280124, 25.3
edge4, 1631470631.8622918, 25.1
edge4, 1631470641.0402737, 28.2
edge4, 1631470676.4883652, 0.5
edge4, 1631470679.5030363, 0.3
edge4, 1631470682.5170324, 0.3
edge4, 1631470688.6510615, 0.0
edge4, 1631470691.665743, 0.3
edge4, 1631470694.6814058, 0.0
edge4, 1631470697.6973455, 1.0
edge4, 1631470700.7133949, 0.5
edge4, 1631470703.7277918, 0.8
edge4, 1631470706.7418623, 0.5
