edge_name,unix_timestamp,percentage_cpu_utilisation
edge4, 1631470779.575912, 27.9
edge4, 1631470783.627202, 27.0
edge4, 1631470786.6449683, 26.9
edge4, 1631470797.945214, 26.9
edge4, 1631470808.0602748, 28.0
edge4, 1631470821.2739058, 25.6
edge4, 1631470825.2970102, 27.0
edge4, 1631470835.5505648, 26.2
edge4, 1631470838.5824552, 26.6
edge4, 1631470873.6121066, 0.5
edge4, 1631470876.6259, 0.5
edge4, 1631470879.64093, 0.5
edge4, 1631470882.6576328, 0.8
edge4, 1631470885.672004, 0.8
edge4, 1631470888.6871216, 0.5
edge4, 1631470891.7030048, 0.8
edge4, 1631470894.7168868, 0.5
edge4, 1631470897.7316325, 0.3
