edge_name,unix_timestamp,percentage_cpu_utilisation
edge6,1631967978,19.8
edge6,1631967981,23
edge6,1631967984,23.3
edge6,1631967987,26.4
edge6,1631967990,26.3
edge6,1631967993,21.2
edge6,1631967996,27.1
edge6,1631967999,23.4
edge6,1631968002,24.6
edge6,1631968005,25.6
edge6,1631968008,25.1
edge6,1631968011,27.1
edge6,1631968014,26.6
edge6,1631968017,28.4
edge6,1631968020,26.9
edge6,1631968023,24.1
edge6,1631968026,25.5
edge6,1631968030,21.2
edge6,1631968033,24.1
edge6,1631968036,17.6
edge6,1631968039,25.7
