edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631968459.339791,3.8
edge4,1631968462.3695724,3.6
edge4,1631968465.3760061,2.1
edge4,1631968468.3833933,4.6
edge4,1631968471.3969245,2.8
edge4,1631968474.418932,3.4
edge4,1631968477.429271,3.4
edge4,1631968485.543403,3.1
edge4,1631968489.1525652,2.9
edge4,1631968492.17243,2.3
edge4,1631968512.0196428,4.4
edge4,1631968515.0293217,3.4
edge4,1631968518.0404963,3.4
edge4,1631968521.049449,3.4
edge4,1631968524.0576823,2.8
edge4,1631968527.0735717,3.6
edge4,1631968530.086447,3.1
edge4,1631968533.1847684,3.4
edge4,1631968536.1986578,4.6
edge4,1631968539.2116241,4.4
edge4,1631968542.2318945,3.1
