edge_name,unix_timestamp,percentage_cpu_utilisation
edge4,1631968325.2981162,3.3
edge4,1631968328.332222,2.6
edge4,1631968331.3587937,4.1
edge4,1631968334.3714979,3.1
edge4,1631968337.504159,3.9
edge4,1631968340.60923,4.3
edge4,1631968343.6250865,2.3
edge4,1631968346.6587703,4.6
edge4,1631968349.6885922,2.3
edge4,1631968352.7002437,4.1
edge4,1631968355.7188802,2.9
edge4,1631968358.8122284,3.1
edge4,1631968361.944424,2.3
edge4,1631968364.961247,4.4
edge4,1631968367.9792392,3.4
edge4,1631968370.986509,0.8
edge4,1631968374.0162406,5.3
edge4,1631968377.023179,3.1
edge4,1631968380.030464,2.3
edge4,1631968383.294455,3.4
